Beneficiary_ID,Gender,Age,District,State,Program_Name,Program_Date,Workshop_Hours,Program_Cost,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Improvement_Percentage,Employment_Status,Outcome_Status
B1427,Male,33,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-07-22,4,2009,Completed,26,40,53.85,Employed,Improved
B1428,Female,37,Roorkee,Uttarakhand,Employment Readiness,2024-08-23,8,4789,Completed,70,82,17.14,Employed,Not Improved
B1429,Male,24,Haridwar,Uttarakhand,Digital Literacy,2025-08-03,6,3179,Completed,36,51,41.67,Unemployed,Improved
B1430,Male,21,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-06-17,4,3868,Completed,28,46,64.29,Employed,Improved
B1431,Female,22,Dehradun,Uttarakhand,Employment Readiness,2025-03-08,6,3110,Incomplete,69,92,33.33,Unemployed,Improved
B1432,Male,35,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-09-02,6,2203,Completed,29,40,37.93,Employed,Improved
B1433,Female,19,Roorkee,Uttarakhand,Skill Development,2024-11-06,4,4944,Completed,25,35,40.0,Employed,Improved
B1434,Male,28,Dehradun,Uttarakhand,Skill Development,2024-03-21,4,2627,Completed,45,56,24.44,Unemployed,Improved
B1435,Male,26,Dehradun,Uttarakhand,Digital Literacy,2024-04-11,4,2469,Completed,30,39,30.0,Unemployed,Improved
B1436,Female,37,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-09,6,2550,Completed,51,87,70.59,Unemployed,Improved
B1437,Male,32,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-11-12,8,4099,Completed,68,77,13.24,Employed,Not Improved
B1438,Female,31,Udham Singh Nagar,Uttarakhand,Skill Development,2025-02-13,4,2743,Incomplete,29,60,106.9,Employed,Improved
B1439,Female,27,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-01-01,4,4560,Completed,68,91,33.82,Employed,Improved
B1440,Male,41,Udham Singh Nagar,Uttarakhand,Skill Development,2024-03-12,4,2871,Completed,55,80,45.45,Unemployed,Improved
B1441,Female,45,Dehradun,Uttarakhand,Employment Readiness,2025-09-06,4,2894,Completed,35,66,88.57,Unemployed,Improved
B1442,Male,21,Nainital,Uttarakhand,Digital Literacy,2025-02-26,4,4999,Incomplete,44,72,63.64,Unemployed,Improved
B1443,Female,26,Haridwar,Uttarakhand,Digital Literacy,2025-12-17,6,2361,Completed,45,62,37.78,Employed,Improved
B1444,Male,43,Roorkee,Uttarakhand,Skill Development,2024-08-25,6,3819,Incomplete,54,72,33.33,Employed,Improved
B1445,Female,44,Dehradun,Uttarakhand,Skill Development,2025-09-11,4,1367,Completed,35,57,62.86,Unemployed,Improved
B1446,Male,18,Dehradun,Uttarakhand,Skill Development,2025-06-29,4,1643,Incomplete,23,58,152.17,Employed,Improved
B1447,Female,44,Haridwar,Uttarakhand,Skill Development,2025-01-01,6,4563,Completed,32,40,25.0,Unemployed,Improved
B1448,Female,19,Roorkee,Uttarakhand,Digital Literacy,2024-06-15,4,3786,Incomplete,29,58,100.0,Employed,Improved
B1449,Male,40,Roorkee,Uttarakhand,Employment Readiness,2024-10-28,8,1648,Completed,23,38,65.22,Unemployed,Improved
B1450,Male,25,Dehradun,Uttarakhand,Employment Readiness,2025-12-07,4,3432,Completed,46,75,63.04,Unemployed,Improved
B1451,Male,22,Dehradun,Uttarakhand,Skill Development,2024-03-08,8,2875,Completed,37,58,56.76,Employed,Improved
B1452,Male,26,Dehradun,Uttarakhand,Skill Development,2024-02-07,8,4399,Completed,34,63,85.29,Unemployed,Improved
B1453,Male,19,Dehradun,Uttarakhand,Digital Literacy,2025-04-26,6,2700,Completed,54,88,62.96,Unemployed,Improved
B1454,Female,23,Dehradun,Uttarakhand,Employment Readiness,2025-11-08,8,4211,Completed,40,48,20.0,Employed,Improved
B1455,Female,30,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-12-29,8,4133,Completed,68,100,47.06,Unemployed,Improved
B1456,Female,39,Dehradun,Uttarakhand,Employment Readiness,2025-06-05,8,3949,Completed,57,71,24.56,Unemployed,Improved
B1457,Male,44,Nainital,Uttarakhand,Employment Readiness,2025-07-15,6,2319,Incomplete,45,78,73.33,Employed,Improved
B1458,Female,26,Dehradun,Uttarakhand,Employment Readiness,2024-12-08,4,1727,Completed,68,87,27.94,Employed,Improved
B1459,Female,40,Dehradun,Uttarakhand,Digital Literacy,2025-05-12,8,2408,Completed,23,56,143.48,Employed,Improved
B1460,Female,20,Dehradun,Uttarakhand,Digital Literacy,2025-08-29,8,4301,Incomplete,45,79,75.56,Employed,Improved
B1461,Male,45,Haridwar,Uttarakhand,Employment Readiness,2025-09-08,8,3525,Completed,45,63,40.0,Unemployed,Improved
B1462,Male,34,Dehradun,Uttarakhand,Digital Literacy,2024-05-24,8,4531,Completed,32,64,100.0,Unemployed,Improved
B1463,Male,33,Dehradun,Uttarakhand,Digital Literacy,2025-07-29,4,4487,Incomplete,47,82,74.47,Employed,Improved
B1464,Male,24,Dehradun,Uttarakhand,Skill Development,2025-10-11,6,1550,Incomplete,27,51,88.89,Employed,Improved
B1465,Male,44,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-01-28,8,3640,Completed,44,71,61.36,Unemployed,Improved
B1466,Female,30,Dehradun,Uttarakhand,Digital Literacy,2025-09-27,4,4293,Completed,70,100,42.86,Employed,Improved
B1467,Male,42,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-09-19,6,3881,Incomplete,50,86,72.0,Unemployed,Improved
B1468,Male,28,Dehradun,Uttarakhand,Digital Literacy,2024-09-21,6,2062,Incomplete,48,54,12.5,Employed,Not Improved
B1469,Female,19,Haridwar,Uttarakhand,Skill Development,2025-01-06,8,2397,Completed,47,54,14.89,Employed,Not Improved
B1470,Female,39,Haridwar,Uttarakhand,Employment Readiness,2024-01-26,4,4896,Completed,50,58,16.0,Unemployed,Not Improved
B1471,Female,34,Roorkee,Uttarakhand,Skill Development,2025-02-28,8,3668,Incomplete,65,87,33.85,Unemployed,Improved
B1472,Female,27,Haridwar,Uttarakhand,Digital Literacy,2024-08-09,6,1617,Completed,46,58,26.09,Unemployed,Improved
B1473,Male,19,Roorkee,Uttarakhand,Employment Readiness,2025-10-12,4,4010,Completed,46,86,86.96,Employed,Improved
B1474,Female,34,Haridwar,Uttarakhand,Employment Readiness,2025-10-21,8,4093,Completed,47,70,48.94,Unemployed,Improved
B1475,Female,26,Udham Singh Nagar,Uttarakhand,Skill Development,2024-08-28,6,1945,Completed,52,89,71.15,Unemployed,Improved
B1476,Female,20,Udham Singh Nagar,Uttarakhand,Skill Development,2024-05-26,4,1277,Completed,36,66,83.33,Unemployed,Improved
B1477,Male,33,Roorkee,Uttarakhand,Digital Literacy,2024-09-29,4,4276,Completed,60,91,51.67,Unemployed,Improved
B1478,Female,25,Haridwar,Uttarakhand,Digital Literacy,2025-02-04,4,2958,Completed,65,70,7.69,Employed,Not Improved
B1479,Male,36,Udham Singh Nagar,Uttarakhand,Skill Development,2024-07-06,4,3128,Completed,44,63,43.18,Unemployed,Improved
B1480,Female,23,Dehradun,Uttarakhand,Digital Literacy,2025-04-05,6,3543,Completed,29,37,27.59,Employed,Improved
B1481,Female,43,Dehradun,Uttarakhand,Employment Readiness,2024-09-28,8,2397,Completed,26,35,34.62,Employed,Improved
B1482,Male,27,Nainital,Uttarakhand,Skill Development,2024-07-19,8,2679,Completed,38,60,57.89,Unemployed,Improved
B1483,Male,33,Roorkee,Uttarakhand,Employment Readiness,2025-11-29,8,3192,Incomplete,49,80,63.27,Unemployed,Improved
B1484,Male,38,Roorkee,Uttarakhand,Skill Development,2024-08-18,4,3467,Incomplete,70,100,42.86,Unemployed,Improved
B1485,Female,21,Roorkee,Uttarakhand,Digital Literacy,2024-04-09,8,2614,Completed,39,58,48.72,Employed,Improved
B1486,Female,27,Nainital,Uttarakhand,Employment Readiness,2025-10-07,8,3665,Completed,51,88,72.55,Unemployed,Improved
B1487,Male,32,Nainital,Uttarakhand,Employment Readiness,2024-02-27,6,2106,Completed,39,75,92.31,Unemployed,Improved
B1488,Female,25,Udham Singh Nagar,Uttarakhand,Skill Development,2025-01-11,6,1053,Incomplete,33,57,72.73,Employed,Improved
B1489,Female,38,Haridwar,Uttarakhand,Skill Development,2024-01-08,8,1920,Completed,22,35,59.09,Unemployed,Improved
B1490,Female,43,Nainital,Uttarakhand,Digital Literacy,2025-06-05,8,2356,Completed,26,53,103.85,Employed,Improved
B1491,Female,42,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-10-30,6,3700,Completed,64,94,46.88,Unemployed,Improved
B1492,Male,35,Roorkee,Uttarakhand,Employment Readiness,2024-10-25,8,1223,Incomplete,64,100,56.25,Employed,Improved
B1493,Male,30,Haridwar,Uttarakhand,Skill Development,2024-09-29,4,3638,Completed,36,57,58.33,Unemployed,Improved
B1494,Female,25,Roorkee,Uttarakhand,Employment Readiness,2024-12-13,6,4893,Completed,48,77,60.42,Employed,Improved
B1495,Female,21,Nainital,Uttarakhand,Digital Literacy,2024-02-01,6,1230,Incomplete,37,54,45.95,Employed,Improved
B1496,Female,45,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-02-14,4,2918,Completed,65,78,20.0,Unemployed,Improved
B1497,Male,29,Udham Singh Nagar,Uttarakhand,Skill Development,2025-06-17,6,3936,Completed,56,68,21.43,Employed,Improved
B1498,Male,25,Udham Singh Nagar,Uttarakhand,Skill Development,2024-06-03,6,4049,Incomplete,47,57,21.28,Unemployed,Improved
B1499,Female,19,Dehradun,Uttarakhand,Skill Development,2025-05-12,8,1763,Completed,35,75,114.29,Employed,Improved
B1500,Female,30,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-12-22,6,3662,Completed,33,52,57.58,Employed,Improved
B1501,Female,38,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-04-09,6,2678,Completed,54,65,20.37,Employed,Improved
B1502,Female,31,Roorkee,Uttarakhand,Employment Readiness,2025-07-17,6,4645,Incomplete,62,86,38.71,Unemployed,Improved
B1503,Female,26,Roorkee,Uttarakhand,Employment Readiness,2025-09-19,8,3741,Incomplete,70,100,42.86,Employed,Improved
B1504,Female,35,Nainital,Uttarakhand,Digital Literacy,2025-08-24,4,3884,Completed,29,65,124.14,Employed,Improved
B1505,Male,29,Haridwar,Uttarakhand,Digital Literacy,2025-03-03,6,1836,Completed,70,92,31.43,Unemployed,Improved
B1506,Female,19,Nainital,Uttarakhand,Digital Literacy,2024-04-01,8,2757,Completed,54,62,14.81,Employed,Not Improved
B1507,Male,39,Haridwar,Uttarakhand,Digital Literacy,2025-07-01,6,2657,Completed,24,53,120.83,Employed,Improved
B1508,Female,35,Haridwar,Uttarakhand,Employment Readiness,2024-10-31,4,3938,Incomplete,22,39,77.27,Unemployed,Improved
B1509,Male,29,Roorkee,Uttarakhand,Skill Development,2024-01-19,6,2488,Completed,23,49,113.04,Employed,Improved
B1510,Female,42,Nainital,Uttarakhand,Employment Readiness,2025-08-12,8,4625,Completed,68,79,16.18,Unemployed,Not Improved
B1511,Female,22,Nainital,Uttarakhand,Employment Readiness,2025-09-20,6,2041,Incomplete,69,99,43.48,Unemployed,Improved
B1512,Male,38,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-07-07,6,1010,Completed,68,100,47.06,Unemployed,Improved
B1513,Female,44,Roorkee,Uttarakhand,Skill Development,2025-11-14,8,1962,Completed,24,30,25.0,Unemployed,Improved
B1514,Male,21,Dehradun,Uttarakhand,Skill Development,2024-09-17,8,2519,Completed,20,53,165.0,Employed,Improved
B1515,Male,26,Nainital,Uttarakhand,Digital Literacy,2024-06-17,6,2299,Incomplete,49,72,46.94,Employed,Improved
B1516,Female,39,Dehradun,Uttarakhand,Digital Literacy,2025-07-15,4,3988,Completed,22,57,159.09,Unemployed,Improved
B1517,Male,44,Nainital,Uttarakhand,Skill Development,2024-03-04,6,3078,Completed,60,85,41.67,Unemployed,Improved
B1518,Female,20,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-08-03,6,1224,Completed,31,48,54.84,Unemployed,Improved
B1519,Male,31,Dehradun,Uttarakhand,Digital Literacy,2025-07-15,6,2503,Completed,20,55,175.0,Employed,Improved
B1520,Female,19,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-05-20,4,1731,Completed,61,88,44.26,Unemployed,Improved
B1521,Female,30,Haridwar,Uttarakhand,Digital Literacy,2024-11-20,8,3119,Completed,56,83,48.21,Employed,Improved
B1522,Female,24,Roorkee,Uttarakhand,Employment Readiness,2025-06-23,4,4070,Completed,62,93,50.0,Unemployed,Improved
B1523,Female,20,Haridwar,Uttarakhand,Skill Development,2024-11-04,4,2430,Completed,21,30,42.86,Unemployed,Improved
B1524,Male,18,Haridwar,Uttarakhand,Skill Development,2025-02-28,6,4144,Completed,46,55,19.57,Employed,Not Improved
B1525,Female,43,Dehradun,Uttarakhand,Employment Readiness,2025-11-08,4,3068,Completed,36,65,80.56,Employed,Improved
B1526,Female,44,Dehradun,Uttarakhand,Employment Readiness,2024-12-28,4,3378,Completed,41,63,53.66,Unemployed,Improved
B1527,Male,30,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-04,8,1296,Completed,20,54,170.0,Unemployed,Improved
B1528,Male,43,Nainital,Uttarakhand,Employment Readiness,2024-06-22,6,1907,Completed,39,53,35.9,Employed,Improved
B1529,Female,25,Nainital,Uttarakhand,Employment Readiness,2025-07-18,6,1808,Completed,37,44,18.92,Employed,Not Improved
B1530,Female,32,Nainital,Uttarakhand,Digital Literacy,2025-06-04,8,3603,Completed,69,79,14.49,Employed,Not Improved
B1531,Female,39,Dehradun,Uttarakhand,Skill Development,2025-02-08,4,1424,Completed,57,93,63.16,Unemployed,Improved
B1532,Female,24,Nainital,Uttarakhand,Skill Development,2024-06-12,8,4482,Completed,25,42,68.0,Employed,Improved
B1533,Female,21,Haridwar,Uttarakhand,Digital Literacy,2024-01-05,4,3058,Completed,41,51,24.39,Unemployed,Improved
B1534,Female,18,Roorkee,Uttarakhand,Employment Readiness,2025-10-07,8,1965,Incomplete,25,56,124.0,Unemployed,Improved
B1535,Female,19,Dehradun,Uttarakhand,Skill Development,2025-02-23,4,4462,Completed,53,86,62.26,Employed,Improved
B1536,Male,31,Dehradun,Uttarakhand,Digital Literacy,2025-11-26,8,3142,Incomplete,63,82,30.16,Employed,Improved
B1537,Male,42,Nainital,Uttarakhand,Digital Literacy,2025-05-30,8,2617,Completed,34,50,47.06,Employed,Improved
B1538,Female,26,Haridwar,Uttarakhand,Skill Development,2025-04-27,6,3641,Incomplete,36,49,36.11,Unemployed,Improved
B1539,Female,28,Dehradun,Uttarakhand,Digital Literacy,2025-10-22,8,2329,Completed,47,64,36.17,Unemployed,Improved
B1540,Male,21,Dehradun,Uttarakhand,Employment Readiness,2024-01-18,6,4050,Completed,38,58,52.63,Unemployed,Improved
B1541,Female,30,Dehradun,Uttarakhand,Skill Development,2024-08-07,8,3830,Completed,69,100,44.93,Employed,Improved
B1542,Female,40,Nainital,Uttarakhand,Skill Development,2024-05-09,8,4658,Completed,40,56,40.0,Employed,Improved
B1543,Male,40,Nainital,Uttarakhand,Skill Development,2024-06-25,4,4830,Completed,38,71,86.84,Unemployed,Improved
B1544,Male,31,Roorkee,Uttarakhand,Employment Readiness,2024-05-12,6,2878,Completed,37,61,64.86,Employed,Improved
B1545,Male,39,Haridwar,Uttarakhand,Employment Readiness,2025-01-12,6,2247,Completed,20,42,110.0,Unemployed,Improved
B1546,Male,41,Roorkee,Uttarakhand,Employment Readiness,2024-05-06,8,2051,Completed,31,38,22.58,Unemployed,Improved
B1547,Female,27,Udham Singh Nagar,Uttarakhand,Skill Development,2024-10-29,8,4752,Completed,60,75,25.0,Employed,Improved
B1548,Male,37,Haridwar,Uttarakhand,Digital Literacy,2024-03-09,8,1193,Completed,20,27,35.0,Unemployed,Improved
B1549,Male,44,Roorkee,Uttarakhand,Employment Readiness,2024-12-17,8,1053,Completed,48,86,79.17,Employed,Improved
B1550,Male,45,Haridwar,Uttarakhand,Employment Readiness,2025-10-04,6,3377,Completed,33,60,81.82,Employed,Improved
B1551,Male,43,Dehradun,Uttarakhand,Digital Literacy,2025-11-11,4,4759,Completed,56,93,66.07,Unemployed,Improved
B1552,Male,42,Dehradun,Uttarakhand,Digital Literacy,2024-07-25,6,1737,Completed,30,46,53.33,Employed,Improved
B1553,Male,29,Dehradun,Uttarakhand,Digital Literacy,2025-06-19,8,4095,Completed,64,86,34.38,Employed,Improved
B1554,Male,33,Roorkee,Uttarakhand,Skill Development,2025-08-19,8,3449,Completed,63,77,22.22,Employed,Improved
B1555,Female,26,Dehradun,Uttarakhand,Employment Readiness,2024-04-20,6,2091,Completed,46,82,78.26,Employed,Improved
B1556,Female,36,Roorkee,Uttarakhand,Employment Readiness,2024-02-23,8,1806,Completed,45,60,33.33,Employed,Improved
B1557,Male,36,Dehradun,Uttarakhand,Digital Literacy,2024-10-25,8,2294,Completed,67,100,49.25,Employed,Improved
B1558,Female,43,Dehradun,Uttarakhand,Employment Readiness,2025-04-29,8,1064,Completed,62,95,53.23,Employed,Improved
B1559,Female,38,Dehradun,Uttarakhand,Employment Readiness,2025-08-15,6,3226,Incomplete,25,48,92.0,Employed,Improved
B1560,Female,40,Haridwar,Uttarakhand,Skill Development,2025-12-26,6,4122,Completed,26,62,138.46,Unemployed,Improved
B1561,Female,30,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-09-23,8,1751,Completed,54,65,20.37,Employed,Improved
B1562,Female,38,Dehradun,Uttarakhand,Digital Literacy,2025-11-18,4,3853,Completed,23,44,91.3,Unemployed,Improved
B1563,Male,25,Dehradun,Uttarakhand,Digital Literacy,2024-01-19,8,1914,Incomplete,35,59,68.57,Employed,Improved
B1564,Male,40,Haridwar,Uttarakhand,Skill Development,2024-09-09,8,2289,Completed,23,54,134.78,Unemployed,Improved
B1565,Female,21,Haridwar,Uttarakhand,Digital Literacy,2025-10-07,8,4286,Incomplete,54,61,12.96,Employed,Not Improved
B1566,Male,41,Haridwar,Uttarakhand,Employment Readiness,2024-04-25,6,4175,Completed,69,100,44.93,Employed,Improved
B1567,Female,37,Haridwar,Uttarakhand,Employment Readiness,2024-08-25,8,4699,Incomplete,21,29,38.1,Unemployed,Improved
B1568,Female,19,Haridwar,Uttarakhand,Skill Development,2025-02-19,4,4985,Completed,57,82,43.86,Employed,Improved
B1569,Male,32,Roorkee,Uttarakhand,Employment Readiness,2024-04-04,8,4787,Incomplete,69,100,44.93,Unemployed,Improved
B1570,Male,27,Haridwar,Uttarakhand,Skill Development,2024-03-27,4,1721,Completed,30,50,66.67,Employed,Improved
B1571,Male,45,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-08-10,6,2957,Completed,47,58,23.4,Employed,Improved
B1572,Female,30,Dehradun,Uttarakhand,Digital Literacy,2024-11-23,4,3347,Completed,26,44,69.23,Employed,Improved
B1573,Female,43,Roorkee,Uttarakhand,Digital Literacy,2025-08-18,6,2160,Completed,70,86,22.86,Employed,Improved
B1574,Female,26,Nainital,Uttarakhand,Employment Readiness,2024-01-24,8,1469,Completed,43,54,25.58,Unemployed,Improved
B1575,Male,32,Nainital,Uttarakhand,Skill Development,2024-02-25,4,2420,Completed,22,57,159.09,Employed,Improved
B1576,Male,42,Haridwar,Uttarakhand,Skill Development,2024-10-24,6,3460,Completed,68,100,47.06,Unemployed,Improved
B1577,Female,40,Haridwar,Uttarakhand,Digital Literacy,2024-02-26,4,3774,Completed,36,68,88.89,Unemployed,Improved
B1578,Male,30,Dehradun,Uttarakhand,Employment Readiness,2025-01-17,8,4494,Completed,36,51,41.67,Unemployed,Improved
B1579,Male,38,Roorkee,Uttarakhand,Employment Readiness,2024-04-17,8,1870,Incomplete,40,66,65.0,Unemployed,Improved
B1580,Female,28,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-06-05,4,3647,Completed,29,55,89.66,Unemployed,Improved
B1581,Male,20,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-08-08,8,3556,Completed,38,55,44.74,Unemployed,Improved
B1582,Female,45,Nainital,Uttarakhand,Skill Development,2025-07-16,6,3179,Completed,53,74,39.62,Unemployed,Improved
B1583,Male,29,Roorkee,Uttarakhand,Skill Development,2024-05-06,6,1992,Completed,50,90,80.0,Employed,Improved
B1584,Male,29,Dehradun,Uttarakhand,Digital Literacy,2024-03-29,6,2423,Completed,35,70,100.0,Employed,Improved
B1585,Female,44,Haridwar,Uttarakhand,Digital Literacy,2025-10-02,4,1309,Completed,64,99,54.69,Unemployed,Improved
B1586,Male,36,Haridwar,Uttarakhand,Skill Development,2025-06-11,6,1030,Completed,61,66,8.2,Unemployed,Not Improved
B1587,Female,19,Haridwar,Uttarakhand,Employment Readiness,2024-06-03,8,3379,Completed,70,81,15.71,Unemployed,Not Improved
B1588,Male,18,Haridwar,Uttarakhand,Employment Readiness,2025-02-09,4,2281,Incomplete,51,73,43.14,Unemployed,Improved
B1589,Male,39,Roorkee,Uttarakhand,Skill Development,2024-09-08,6,1186,Completed,61,100,63.93,Employed,Improved
B1590,Male,39,Dehradun,Uttarakhand,Skill Development,2025-11-22,4,2925,Completed,58,64,10.34,Unemployed,Not Improved
B1591,Male,38,Dehradun,Uttarakhand,Digital Literacy,2025-06-08,4,4956,Completed,41,72,75.61,Employed,Improved
B1592,Male,27,Roorkee,Uttarakhand,Skill Development,2024-05-12,6,2491,Incomplete,40,57,42.5,Employed,Improved
B1593,Female,41,Dehradun,Uttarakhand,Digital Literacy,2025-11-16,4,3435,Completed,57,93,63.16,Unemployed,Improved
B1594,Female,32,Udham Singh Nagar,Uttarakhand,Skill Development,2025-07-07,4,2335,Incomplete,61,84,37.7,Employed,Improved
B1595,Male,36,Nainital,Uttarakhand,Digital Literacy,2024-11-30,6,3202,Completed,34,66,94.12,Unemployed,Improved
B1596,Male,43,Dehradun,Uttarakhand,Employment Readiness,2025-06-18,8,4962,Completed,61,70,14.75,Employed,Not Improved
B1597,Male,43,Dehradun,Uttarakhand,Employment Readiness,2024-06-25,6,4427,Incomplete,48,86,79.17,Unemployed,Improved
B1598,Male,18,Roorkee,Uttarakhand,Skill Development,2024-08-17,4,1302,Completed,42,72,71.43,Employed,Improved
B1599,Male,41,Roorkee,Uttarakhand,Employment Readiness,2024-10-16,4,4559,Incomplete,57,82,43.86,Unemployed,Improved
B1600,Female,21,Dehradun,Uttarakhand,Skill Development,2025-08-12,6,3553,Completed,37,54,45.95,Employed,Improved
B1601,Female,36,Nainital,Uttarakhand,Employment Readiness,2025-04-27,4,3655,Completed,40,66,65.0,Unemployed,Improved
B1602,Male,33,Udham Singh Nagar,Uttarakhand,Skill Development,2024-04-03,4,4620,Incomplete,53,58,9.43,Employed,Not Improved
B1603,Female,21,Haridwar,Uttarakhand,Employment Readiness,2024-03-01,6,1481,Completed,63,92,46.03,Unemployed,Improved
B1604,Male,19,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-02-02,4,1741,Completed,23,59,156.52,Unemployed,Improved
B1605,Female,18,Roorkee,Uttarakhand,Digital Literacy,2024-01-29,4,3189,Completed,52,78,50.0,Unemployed,Improved
B1606,Male,20,Dehradun,Uttarakhand,Employment Readiness,2024-02-19,6,2503,Completed,35,65,85.71,Employed,Improved
B1607,Male,44,Haridwar,Uttarakhand,Skill Development,2025-07-23,8,1487,Incomplete,52,87,67.31,Employed,Improved
B1608,Female,27,Dehradun,Uttarakhand,Digital Literacy,2025-09-19,6,2131,Completed,32,51,59.38,Employed,Improved
B1609,Female,22,Haridwar,Uttarakhand,Digital Literacy,2025-01-13,6,3384,Completed,33,42,27.27,Unemployed,Improved
B1610,Female,41,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-01-20,8,3325,Completed,63,100,58.73,Employed,Improved
B1611,Female,43,Dehradun,Uttarakhand,Skill Development,2025-10-08,4,3257,Completed,46,70,52.17,Unemployed,Improved
B1612,Male,31,Nainital,Uttarakhand,Digital Literacy,2025-02-10,4,1377,Completed,27,63,133.33,Unemployed,Improved
B1613,Female,41,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-02-06,8,2793,Incomplete,61,73,19.67,Unemployed,Not Improved
B1614,Male,26,Nainital,Uttarakhand,Digital Literacy,2025-07-23,8,4125,Completed,51,59,15.69,Employed,Not Improved
B1615,Female,40,Haridwar,Uttarakhand,Digital Literacy,2024-05-26,4,3813,Completed,50,67,34.0,Employed,Improved
B1616,Female,20,Roorkee,Uttarakhand,Skill Development,2025-10-22,6,3163,Incomplete,28,65,132.14,Employed,Improved
B1617,Female,29,Nainital,Uttarakhand,Employment Readiness,2025-12-26,6,2081,Completed,33,63,90.91,Unemployed,Improved
B1618,Male,22,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-09-07,4,2130,Incomplete,30,37,23.33,Employed,Improved
B1619,Male,40,Udham Singh Nagar,Uttarakhand,Skill Development,2024-10-03,6,2041,Completed,29,47,62.07,Employed,Improved
B1620,Female,28,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-03-02,6,3463,Completed,51,65,27.45,Employed,Improved
B1621,Male,31,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-07-13,6,2778,Completed,68,85,25.0,Unemployed,Improved
B1622,Male,37,Roorkee,Uttarakhand,Skill Development,2024-08-11,6,3604,Completed,35,45,28.57,Employed,Improved
B1623,Female,28,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-10-11,8,4519,Completed,56,85,51.79,Employed,Improved
B1624,Female,25,Nainital,Uttarakhand,Digital Literacy,2024-04-10,8,2830,Incomplete,50,87,74.0,Employed,Improved
B1625,Male,33,Roorkee,Uttarakhand,Skill Development,2024-07-11,8,3829,Completed,68,97,42.65,Employed,Improved
B1626,Male,18,Nainital,Uttarakhand,Employment Readiness,2025-06-04,4,3791,Completed,44,64,45.45,Unemployed,Improved
B1627,Male,28,Roorkee,Uttarakhand,Digital Literacy,2025-07-26,4,1355,Completed,65,96,47.69,Unemployed,Improved
B1628,Female,38,Udham Singh Nagar,Uttarakhand,Skill Development,2025-06-26,8,4434,Completed,28,33,17.86,Unemployed,Not Improved
B1629,Male,23,Nainital,Uttarakhand,Skill Development,2024-03-13,4,2664,Incomplete,56,89,58.93,Employed,Improved
B1630,Female,27,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-10-15,4,3641,Completed,49,80,63.27,Employed,Improved
B1631,Female,27,Udham Singh Nagar,Uttarakhand,Skill Development,2024-03-27,6,3786,Completed,39,62,58.97,Employed,Improved
B1632,Male,19,Udham Singh Nagar,Uttarakhand,Skill Development,2025-12-06,6,1986,Completed,63,77,22.22,Unemployed,Improved
B1633,Female,21,Haridwar,Uttarakhand,Skill Development,2024-10-24,6,3935,Completed,47,84,78.72,Unemployed,Improved
B1634,Male,24,Haridwar,Uttarakhand,Employment Readiness,2025-02-28,4,3247,Completed,35,65,85.71,Employed,Improved
B1635,Male,27,Udham Singh Nagar,Uttarakhand,Skill Development,2025-09-01,8,2999,Completed,36,60,66.67,Unemployed,Improved
B1636,Female,32,Nainital,Uttarakhand,Digital Literacy,2024-12-07,4,2980,Completed,46,72,56.52,Employed,Improved
B1637,Male,21,Nainital,Uttarakhand,Digital Literacy,2025-10-20,8,4375,Completed,60,84,40.0,Employed,Improved
B1638,Female,41,Nainital,Uttarakhand,Digital Literacy,2025-06-19,4,1189,Completed,60,97,61.67,Employed,Improved
B1639,Male,42,Haridwar,Uttarakhand,Employment Readiness,2025-03-29,4,2485,Incomplete,63,100,58.73,Employed,Improved
B1640,Female,30,Roorkee,Uttarakhand,Skill Development,2025-08-04,8,1070,Completed,33,69,109.09,Unemployed,Improved
